time,error,linear_velocity,angular_velocity
19.900588645000003,0.0,0.0,0.0
19.951602276000003,0.0,0.0,0.0
20.000588371000003,0.0,0.0,0.0
20.050598885000003,0.0,0.0,0.0
20.100575493,0.0,0.0,0.0
20.151260533000002,0.0,0.0,0.0
20.200600324,0.0,0.0,0.0
20.251591402000003,0.0,0.0,0.0
20.300571196,0.0,0.0,0.0
20.351911386,0.0,0.0,0.0
20.400560505,0.0,0.0,0.0
20.451928820000003,0.0,0.0,0.0
20.500554242,0.0,0.0,0.0
20.550950065000002,0.0,0.0,0.0
20.600589801,0.0,0.0,0.0
20.651152029000002,0.0,0.0,0.0
20.700645516,0.0,0.0,0.0
20.751865968,0.0,0.0,0.0
20.800562639000002,0.0,0.0,0.0
20.850519455,0.0,0.0,0.0
20.90057955,0.0,0.0,0.0
20.950697144000003,0.0,0.0,0.0
21.000595157000003,0.0,0.0,0.0
21.051294621,0.0,0.0,0.0
21.100594566,0.0,0.0,0.0
21.151234969,0.0,0.0,0.0
21.200590382,0.0,0.0,0.0
21.25168953,0.0,0.0,0.0
21.300572968,0.0,0.0,0.0
21.350460409,0.0,0.0,0.0
21.400653471000002,0.0,0.0,0.0
21.451155697,0.0,0.0,0.0
21.500594079000003,0.0,0.0,0.0
21.550483706,0.0,0.0,0.0
21.600592342000002,0.0,0.0,0.0
21.651529513,0.0,0.0,0.0
21.7005917,0.0,0.0,0.0
21.750534243,0.0,0.0,0.0
21.80062564,0.0,0.0,0.0
21.852020566,0.0,0.0,0.0
21.900565516,0.0,0.0,0.0
21.951319874000003,0.0,0.0,0.0
22.000535494,0.0,0.0,0.0
22.051089125,0.0,0.0,0.0
22.100593753000002,0.0,0.0,0.0
22.150495983000003,0.0,0.0,0.0
22.200648627,0.0,0.0,0.0
22.250330702000003,0.0,0.0,0.0
22.300642668000002,0.0,0.0,0.0
22.350938279,0.0,0.0,0.0
22.400564678000002,0.0,0.0,0.0
22.451078152,0.0,0.0,0.0
22.500570073000002,0.0,0.0,0.0
22.551429481000003,0.0,0.0,0.0
22.600583488,0.0,0.0,0.0
22.651654874000002,0.0,0.0,0.0
22.700576748000003,0.0,0.0,0.0
22.750459706,0.0,0.0,0.0
22.800591361000002,0.0,0.0,0.0
22.852283678000003,0.0,0.0,0.0
22.900591284,0.0,0.0,0.0
22.95104809,0.0,0.0,0.0
23.000642299000003,0.0,0.0,0.0
23.051928421000003,0.0,0.0,0.0
23.100575451,0.0,0.0,0.0
23.150786999,0.0,0.0,0.0
23.200629591000002,0.0,0.0,0.0
23.250753483,0.0,0.0,0.0
23.301753305000002,0.0,0.0,0.0
23.350738041000003,0.0,0.0,0.0
23.40063907,0.0,0.0,0.0
23.451531445,0.0,0.0,0.0
23.500630867,0.0,0.0,0.0
23.550871842000003,0.0,0.0,0.0
23.600572769000003,0.0,0.0,0.0
23.651601445,0.0,0.0,0.0
23.700576649000002,0.0,0.0,0.0
23.750677364,0.0,0.0,0.0
23.800583185,0.0,0.0,0.0
23.851966649,0.0,0.0,0.0
23.900583364000003,0.0,0.0,0.0
23.950513923000003,0.0,0.0,0.0
24.000601147,0.0,0.0,0.0
24.051381177000003,0.0,0.0,0.0
24.100589971,0.0,0.0,0.0
24.151795883000002,0.0,0.0,0.0
24.20055942,0.0,0.0,0.0
24.250469979000002,0.0,0.0,0.0
24.300564077,0.0,0.0,0.0
24.350844112,0.0,0.0,0.0
24.400623786,0.0,0.0,0.0
24.451496264000003,0.0,0.0,0.0
24.500579902000002,0.0,0.0,0.0
24.550469523,0.0,0.0,0.0
24.600596643000003,0.0,0.0,0.0
24.651935835000003,0.0,0.0,0.0
24.700663956000003,0.0,0.0,0.0
24.751807004,0.0,0.0,0.0
24.800558718,0.0,0.0,0.0
24.851089844,0.0,0.0,0.0
24.900614154000003,0.0,0.0,0.0
24.951313505,0.0,0.0,0.0
25.000592036,0.0,0.0,0.0
25.051101234,0.0,0.0,0.0
25.100598669,0.0,0.0,0.0
25.150803494,0.0,0.0,0.0
25.200774571,0.0,0.0,0.0
25.251258351,0.0,0.0,0.0
25.300772141000003,0.0,0.0,0.0
25.350591396000002,0.0,0.0,0.0
25.400563723,0.0,0.0,0.0
25.450595424000003,0.0,0.0,0.0
25.500578636,0.0,0.0,0.0
25.551730172000003,0.0,0.0,0.0
25.600617612,0.0,0.0,0.0
25.650907905,0.0,0.0,0.0
25.70062112,0.0,0.0,0.0
25.751405054000003,0.0,0.0,0.0
25.800609731,0.0,0.0,0.0
25.851629236,0.0,0.0,0.0
25.900834588000002,0.0,0.0,0.0
25.950572124,0.0,0.0,0.0
26.00076752,0.0,0.0,0.0
26.050444326,0.0,0.0,0.0
26.100852116000002,0.0,0.0,0.0
26.150462152000003,0.0,0.0,0.0
26.20087213,0.0,0.0,0.0
26.250497791,0.0,0.0,0.0
26.300876727000002,0.0,0.0,0.0
26.351981385000002,0.0,0.0,0.0
26.40089799,0.0,0.0,0.0
26.451680412,0.0,0.0,0.0
26.500635298000002,0.0,0.0,0.0
26.552146047,0.0,0.0,0.0
26.600626197,0.0,0.0,0.0
26.651006279,0.0,0.0,0.0
26.70066345,0.0,0.0,0.0
26.750450464,0.0,0.0,0.0
26.800603621,0.0,0.0,0.0
26.851716248000002,0.0,0.0,0.0
26.900645715000003,0.0,0.0,0.0
26.951900422,0.0,0.0,0.0
27.00065687,0.0,0.0,0.0
27.051931109,0.0,0.0,0.0
27.100689276,0.0,0.0,0.0
27.150449205,0.0,0.0,0.0
27.200639703,0.0,0.0,0.0
27.250948377,0.0,0.0,0.0
27.300881117000003,0.0,0.0,0.0
27.350815784,0.0,0.0,0.0
27.400691909000003,0.0,0.0,0.0
27.450620899,0.0,0.0,0.0
27.50085848,0.0,0.0,0.0
27.550918563000003,0.0,0.0,0.0
27.600719949000002,0.0,0.0,0.0
27.651543359,0.0,0.0,0.0
27.700628085,0.0,0.0,0.0
27.751772429000003,0.0,0.0,0.0
27.800694553000003,0.0,0.0,0.0
27.852137383000002,0.0,0.0,0.0
27.90070232,0.0,0.0,0.0
27.951919838000002,0.0,0.0,0.0
28.000765190000003,0.0,0.0,0.0
28.050523033,0.0,0.0,0.0
28.100684727,0.0,0.0,0.0
28.151403813,0.0,0.0,0.0
28.200680046000002,0.0,0.0,0.0
28.252012250000003,0.0,0.0,0.0
28.300678906,0.0,0.0,0.0
28.351093619,0.0,0.0,0.0
28.400664016,0.0,0.0,0.0
28.451442788,0.0,0.0,0.0
28.500678813,0.0,0.0,0.0
28.551550501,0.0,0.0,0.0
28.600683454000002,0.0,0.0,0.0
28.651105042,0.0,0.0,0.0
28.700677262000003,0.0,0.0,0.0
28.751731344000003,0.0,0.0,0.0
28.800693987000002,0.0,0.0,0.0
28.850514850000003,0.0,0.0,0.0
28.900652532000002,0.0,0.0,0.0
28.951741768,0.0,0.0,0.0
29.001104457,0.0,0.0,0.0
29.050787559000003,0.0,0.0,0.0
29.100704410000002,0.0,0.0,0.0
29.15074251,0.0,0.0,0.0
29.200777432000002,0.0,0.0,0.0
29.25051793,0.0,0.0,0.0
29.300902068000003,0.0,0.0,0.0
29.351378914,0.0,0.0,0.0
29.40068103,0.0,0.0,0.0
29.451363239000003,0.0,0.0,0.0
29.500670824,0.0,0.0,0.0
29.551413136,0.0,0.0,0.0
29.600702753,0.0,0.0,0.0
29.651805687000003,0.0,0.0,0.0
29.700754265,0.0,0.0,0.0
29.751755637000002,0.0,0.0,0.0
29.800748589,0.0,0.0,0.0
29.851299392,0.0,0.0,0.0
29.900751661,0.0,0.0,0.0
29.951006215000003,0.0,0.0,0.0
30.002571956,0.0,0.0,0.0
30.050597779,0.0,0.0,0.0
30.10070697,0.0,0.0,0.0
30.151708132000003,0.0,0.0,0.0
30.200889831,0.0,0.0,0.0
30.251933024000003,0.0,0.0,0.0
30.300726601,0.0,0.0,0.0
30.3503784,0.0,0.0,0.0
30.400679516,0.0,0.0,0.0
30.451276879,0.0,0.0,0.0
30.500721441000003,0.0,0.0,0.0
30.550439593000004,0.0,0.0,0.0
30.600658835,0.0,0.0,0.0
30.650872921,0.0,0.0,0.0
30.700666333,0.0,0.0,0.0
30.750458964000003,0.0,0.0,0.0
30.800834402000003,0.0,0.0,0.0
30.852002593,0.0,0.0,0.0
30.900654034000002,0.0,0.0,0.0
30.950503121,0.0,0.0,0.0
31.000714653000003,0.0,0.0,0.0
31.051177692000003,0.0,0.0,0.0
31.100649491000002,0.0,0.0,0.0
31.151315706000002,0.0,0.0,0.0
31.200660631,0.0,0.0,0.0
31.250644039,0.0,0.0,0.0
31.300667656,0.0,0.0,0.0
31.350744762,0.0,0.0,0.0
31.400724056,0.0,0.0,0.0
31.451795840000003,0.0,0.0,0.0
31.500659884,0.0,0.0,0.0
31.551687085,0.0,0.0,0.0
31.602856733000003,0.0,0.0,0.0
31.650762868,0.0,0.0,0.0
31.700645705000003,0.0,0.0,0.0
31.750445886,0.0,0.0,0.0
31.800659918,0.0,0.0,0.0
31.851348371,0.0,0.0,0.0
31.900668659,0.0,0.0,0.0
31.951660181,0.0,0.0,0.0
32.000673284,0.0,0.0,0.0
32.05043862,0.0,0.0,0.0
32.100675774,0.0,0.0,0.0
32.150900689000004,0.0,0.0,0.0
32.200725556,0.0,0.0,0.0
32.25185916,0.0,0.0,0.0
32.302757507,0.0,0.0,0.0
32.350801347,0.0,0.0,0.0
32.400728348,0.0,0.0,0.0
32.451861536,0.0,0.0,0.0
32.500669329000004,0.0,0.0,0.0
32.551636685000005,0.0,0.0,0.0
32.600674787,0.0,0.0,0.0
32.650801891,0.0,0.0,0.0
32.700643996000004,0.0,0.0,0.0
32.751441927,0.0,0.0,0.0
32.800661226,0.0,0.0,0.0
32.850415623,0.0,0.0,0.0
32.90065939,0.0,0.0,0.0
32.950465818000005,0.0,0.0,0.0
33.000671043000004,0.0,0.0,0.0
33.051379702000006,0.0,0.0,0.0
33.100677071,0.0,0.0,0.0
33.151444532,0.0,0.0,0.0
33.200666016,0.0,0.0,0.0
33.251291811,0.0,0.0,0.0
33.300663607000004,0.0,0.0,0.0
33.352194862000005,0.0,0.0,0.0
33.400713176000004,0.0,0.0,0.0
33.450933506000005,0.0,0.0,0.0
33.500670558,0.0,0.0,0.0
33.550793181,0.0,0.0,0.0
33.600653982000004,0.0,0.0,0.0
33.652167946,0.0,0.0,0.0
33.700635948,0.0,0.0,0.0
33.750917371,0.0,0.0,0.0
33.80069359,0.0,0.0,0.0
33.851038189,0.0,0.0,0.0
33.900649251000004,0.0,0.0,0.0
33.951631916000004,0.0,0.0,0.0
34.00066564,0.0,0.0,0.0
34.052462151,0.0,0.0,0.0
34.101040931,0.0,0.0,0.0
34.150833034,0.0,0.0,0.0
34.200726438000004,0.0,0.0,0.0
34.25245446,0.0,0.0,0.0
34.302510415,0.0,0.0,0.0
34.352241893,0.0,0.0,0.0
34.400664112,0.0,0.0,0.0
34.4506109,0.0,0.0,0.0
34.500855759000004,0.0,0.0,0.0
34.55269852,0.0,0.0,0.0
34.600627306,0.0,0.0,0.0
34.651579711000004,0.0,0.0,0.0
34.700662393,0.0,0.0,0.0
34.750519703,0.0,0.0,0.0
34.80064024,0.0,0.0,0.0
34.850467081000005,0.0,0.0,0.0
34.900637616000004,0.0,0.0,0.0
34.950924295,0.0,0.0,0.0
35.000592699,0.0,0.0,0.0
35.051082606,0.0,0.0,0.0
35.100653406,0.0,0.0,0.0
35.150981231,0.0,0.0,0.0
35.200598594,0.0,0.0,0.0
35.250770847000005,0.0,0.0,0.0
35.300624823,0.0,0.0,0.0
35.351386185,0.0,0.0,0.0
35.400647041,0.0,0.0,0.0
35.450339142000004,0.0,0.0,0.0
35.500585926,0.0,0.0,0.0
35.550776044,0.0,0.0,0.0
35.602602501,0.0,0.0,0.0
35.651902054000004,0.0,0.0,0.0
35.702380138,0.0,0.0,0.0
35.750405849,0.0,0.0,0.0
35.800615914000005,0.0,0.0,0.0
35.850752542,0.0,0.0,0.0
35.900645369,0.0,0.0,0.0
35.951928184,0.0,0.0,0.0
36.000656438,0.0,0.0,0.0
36.050697701000004,0.0,0.0,0.0
